ID,Restaurant Name,Image Source,Discount,Restaurant Link
175,Pizzeria Fantasia,https://images.deliveryhero.io/image/stores-glovo/stores/ccdff23675bbbd5ade8ea192651a72c1315841a59b0c932b4cc81364c5f6af1f?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/pizzeria-fantasia-clj/
176,Tasty,https://images.deliveryhero.io/image/stores-glovo/stores/7e5a2e33dc62097df83840a2845f2945ab4f610158ef31044787c899e5b78a21?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/tasty-clj/
177,Treevi Pizza al Taglio,https://images.deliveryhero.io/image/stores-glovo/stores/d27136aa5805c3a6d69a279cee9ea2390362d8a0238291e07a250efc97b3c681?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,-20%,https://glovoapp.com/ro/ro/cluj-napoca/treevi-pizza-al-taglio-clj/
178,Yummy Wei,https://images.deliveryhero.io/image/stores-glovo/stores/53628d94d6e8b1e2de9232f02d8ed7330681b76319a670bd00b4786d1587ade0?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/yummy-wei-sbu/
179,Chocodor,https://images.deliveryhero.io/image/stores-glovo/stores/40c81bd3e2923c73ea5b61cb4138328d542c9a225e5465bea5ad478ee148237e?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/chocodor-aron-densu-ianu-clj/
180,Pizzarelli Strada,https://images.deliveryhero.io/image/stores-glovo/stores/6f6d79d8bc322758e1bc3900078c24ea3ed42ad4a440a0a6c62f13e17ae17f5b?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,-30%,https://glovoapp.com/ro/ro/cluj-napoca/pizarelli-strada-clj/
181,Antica Pizza,https://images.deliveryhero.io/image/stores-glovo/stores/ebe66973b6cd98b9589349874291bfd95406a995a437719b5d5aad5006605ac5?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/antica-pizza-clj/
182,Pizza Pratta,https://images.deliveryhero.io/image/stores-glovo/stores/649e058078f6cb741d3bd5539392cc632d09974b96427cb3cf03d1b3d9c1f214?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/pizza-pratta-cluj-clj/
183,Schnitzel on Wheels,https://images.deliveryhero.io/image/stores-glovo/stores/ef168c197754aac3c4b5fc6727b7653d6334ca894214f8ab74f0c68825086cf9?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,-20%,https://glovoapp.com/ro/ro/cluj-napoca/schnitzel-on-wheels-clj/
184,Cooperativa FruFru,https://images.deliveryhero.io/image/stores-glovo/stores/f7942dae258fd2e983f329aae5929b1a5a4fb3cd3410127c0b4b612d5ee7c095?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/frufru-clj/
185,Auchan Pizza,https://images.deliveryhero.io/image/stores-glovo/stores/3b57b054201d50ba0956705f614f99584a0b7bbd6608e8662ce2264b260ee790?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/lamasa-auchan-clj/
186,Famous Waffles,https://images.deliveryhero.io/image/stores-glovo/stores/747dbe16f7780c743cfc9735f67b33d7ecacd2da4099c8d8e0716fefb3f7cc31?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/famous-waffles-clj/
187,The Food Station Grill&Pasta,https://images.deliveryhero.io/image/stores-glovo/stores/9fd7bcb6a2a1c48a5674ef09b6734357317deca00d01096b58fa8fb0d2120b7a?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/the-food-station-clj/
188,Restaurant Ancuta,https://images.deliveryhero.io/image/stores-glovo/stores/6beeb567f729cdad919bcad3095428ba77152796b1fc9cc03c61cdb739a75536?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/restaurant-ancuta-clj/
189,Turk Kebapci,https://images.deliveryhero.io/image/stores-glovo/stores/ffd8100a3b3d7d3fe459e6f0066957c6cf54dfbf22286bde86b6833547a129a0?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/turk-kebapci-clj/
190,Pizzeria Bianco,https://images.deliveryhero.io/image/stores-glovo/stores/ead7ead99a9a3322d27cb34d229927abee0047bbd2e8318be74a7d30655559da?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,-20%,https://glovoapp.com/ro/ro/cluj-napoca/pizzeria-bianco-clj/
191,Un Dulce de la Vlad Muresan,https://images.deliveryhero.io/image/stores-glovo/stores/fb1d581d6ad54003332a6a27dbda2ddd42f705b770b0fdde1980e1c2c2fe3819?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/un-dulce-de-la-vlad-muresan-manastur-clj/
192,La Parmigiana,https://images.deliveryhero.io/image/stores-glovo/stores/8ef3cb2ad139279f2195b44525222f02de2129b3d717872c70d36b54597f624b?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/la-parmigiana-clj/
193,Pizza Square,https://images.deliveryhero.io/image/stores-glovo/stores/5b6e5d2e7f5d46cd424ddcf5b850a9afd3008832b4f351b6d57b4dbf24b99a99?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/pizza-square-clj/
194,Cofetaria Olympos,https://images.deliveryhero.io/image/stores-glovo/stores/2909d0e1c5e5e3e2f041dd97137108366d36114f758b7834d645a79aaf68acb4?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/cofetaria-olympos/
195,Bianco Milano,https://images.deliveryhero.io/image/stores-glovo/stores/8846c0f64ad9b4658e5c7109be6ce0526a09b5cde13b1003a777c4f29412e133?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/biancomilano/
196,Thai Food,https://images.deliveryhero.io/image/stores-glovo/stores/becf6052f9ec93018930bb7925c19afdab2e96386c5aa48135bce1d95dfc986c?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/thai-food-clj/
197,SushiVO,https://images.deliveryhero.io/image/stores-glovo/stores/ef2ed46220e179b0eef24b316fb1b3a43e867431163eeede0b8a62e4e039ce89?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/sushivoclj/
198,Hugo City,https://images.deliveryhero.io/image/stores-glovo/stores/510b859b05d30ddf8feb47e8dee673722bc0526e8b9a15b88b492e108b8f7b1f?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/hugo-city-clj/
199,Cool Burger,https://images.deliveryhero.io/image/stores-glovo/stores/f78148743841c2cfeb372fbd3a7ad4b7ba097c311dc43a7923ac1c65ed1cb367?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/cool-burger/
200,Sushi on fire,https://images.deliveryhero.io/image/stores-glovo/stores/e15e6611ea5e3a51d4c0c60d4d49c39280629fb17ca1553821567323db6e201e?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/sushi-on-fire-clj/
201,Babu Doner,https://images.deliveryhero.io/image/stores-glovo/stores/139c9e86397e1936c37e5fc6cb245a4686c4e189650fabb69d1f9ac9c2194363?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/babu-doner-clj/
202,Mike's Pizzeria & Bistro,https://images.deliveryhero.io/image/stores-glovo/stores/72947f2b6edb45f5f1eaa69e1b3a21dda54d9c00b4990c000e54daeed1d8ffed?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,-20%,https://glovoapp.com/ro/ro/cluj-napoca/mike-s-pizzeria-bistro-clj/
203,Marco Polo Pizza,https://images.deliveryhero.io/image/stores-glovo/stores/557a732e5c9a287f399a20148f006ba65f030d9bbeeba82bfcc125f21a1b39be?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,-30%,https://glovoapp.com/ro/ro/cluj-napoca/marco-polo-pizza-clj/
204,London Brothers Pizza,https://images.deliveryhero.io/image/stores-glovo/stores/ac2a21881bab0121f6f68e03eb6515e8c3ddef73b23611c6c4d46def332a9603?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/london-brothers-pizza/
205,La Casa Patiserie & Cofetarie,https://images.deliveryhero.io/image/stores-glovo/stores/6827daff7a07ed1ab63a1dae5051db12b8db9276070d4449c6a5de03a4483589?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/la-casa-patiserie-and-cofetarie/
206,Anatolia Kebab & Langos la Maria,https://images.deliveryhero.io/image/stores-glovo/stores/339db3b5b79d6e55bd2c64a880c3406d6ece967661b2fc12dd3314a1f7e6ccca?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,-20%,https://glovoapp.com/ro/ro/cluj-napoca/anatolia-kebab-and-langos-la-maria-clj/
207,Restaurant Chic,https://images.deliveryhero.io/image/stores-glovo/stores/702be5eccbbaadc56d300bddc417c14a290e82bc3347d7e4c5e3fd2759c1b12e?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/restaurant-chic-clj/
208,Amira Tajine,https://images.deliveryhero.io/image/stores-glovo/stores/c77e084277c102d359e906d2f26be6645e3a6b8309b29a0489f3dc89672f8c60?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/amira-tajine/
209,Viva La Food,https://images.deliveryhero.io/image/stores-glovo/stores/6edb5da45b0dae742a7b28932dfe487ac8b85164d3c2e8a85503fb8a3e2118cb?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/viva-la-food-clj/
210,MEATinc.,https://images.deliveryhero.io/image/stores-glovo/stores/70395055ae61ca336fbc5971e3fdd6b908f5adc01a9b0ec72331cb3e05b67e8a?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/meatinc-clj/
211,Gheorgheni Bistro,https://images.deliveryhero.io/image/stores-glovo/stores/755808f539e3bc9685908fd2ffe16760d61856589699870b1ac6935d78a9ffd7?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/gheorgheni-bistro-clj/
212,Grill Metro,https://images.deliveryhero.io/image/stores-glovo/stores/164886a791703c074b5f5291c367e732ebfef594294d3d41e82942970bb1527d?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/grill-metro-clj/
213,Restaurant Fabriq,https://images.deliveryhero.io/image/stores-glovo/stores/d96096e0ea13387ad1ffa9d96c84aabb43da0e861813483063936d19068765a2?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/restaurant-fabriq/
214,Caro Vintage,https://images.deliveryhero.io/image/stores-glovo/stores/770fcc1556d2ab6c1a514ab393e8f23d356d3638f18d0711d466f1f40fa9309c?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/caro-vintage-clj/
215,Moritz Eis,https://images.deliveryhero.io/image/stores-glovo/stores/47aac02bb7f36fbbb3cd754d48532d1566523719f631a300df7be27bd589e449?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/moritz-eis-clj/
216,Miracolul Raclette,https://images.deliveryhero.io/image/stores-glovo/stores/fcb4921a394a76d8520eb22b423a155ef1afd9d0086609e5bb120a85797b6e44?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/miracolul-raclette-cluj-napoca/
217,Souper,https://images.deliveryhero.io/image/stores-glovo/stores/d48301441839acf8405723b87159772e954856c59608089470b784e432786d1b?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/souper-cluj-napoca/
218,Makeba,https://images.deliveryhero.io/image/stores-glovo/stores/46fafeec22182695986e3c5d0d8564905e2885bbda56684de7e10c2fbf263efc?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/makeba/
219,Perfetto Pasta Italiano,https://images.deliveryhero.io/image/stores-glovo/stores/f16d4a66c4ee6d4988c5bb942ea110fe9127d1d35f1a830f99d4ad04e0b4e531?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,-20%,https://glovoapp.com/ro/ro/cluj-napoca/perfetto-pasta/
220,Easy Chili - Floresti,https://images.deliveryhero.io/image/stores-glovo/stores/333b0c3a7d04324bafdc91ead153f6376ea0a52bb16f95adfbfe897fcfdf22d0?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/easy-chili-floresti-clj/
221,Master Truck,https://images.deliveryhero.io/image/stores-glovo/stores/a38130fbbd4359c3df1831fa76ab7a683c65acc18bf443538e77c81839174879?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/master-truck-clj/
222,Boierul la Florenta,https://images.deliveryhero.io/image/stores-glovo/stores/7afcb4a3f91c0aca3642bdaf239bd0a6ac42e108efcac4e16460187ad2f91656?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/boierul-la-florenta-clj-/
223,Bistro 22,https://images.deliveryhero.io/image/stores-glovo/stores/9bed056139f66dd172a5cdb9d818e2d62b38828f40c5d8756a7d9762625b784b?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/bistro-22/
224,Perfetto Cucina Italiana,https://images.deliveryhero.io/image/stores-glovo/stores/2c714163287f32781c0b8b35c280fe2f5089fae8a75f9b00211bbc5b1d2e08ba?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,-20%,https://glovoapp.com/ro/ro/cluj-napoca/perfetto-cucina-italiana/
225,Motiko,https://images.deliveryhero.io/image/stores-glovo/stores/42b0b561fde26c6a3193d2403a2e14f1db656403b7cacac0c5ec91982cc0b9eb?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/motiko-clj/
226,Lovegan,https://images.deliveryhero.io/image/stores-glovo/stores/f4890fc8313738a7fa9654f04b8518c601b72fbc42652f1aff565d469ef4e71d?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,-30%,https://glovoapp.com/ro/ro/cluj-napoca/lovegan-clj/
227,Cameleon Coffee,https://images.deliveryhero.io/image/stores-glovo/stores/e98851438910f7fda35e9d8127ef845869e57b67ea0a58e3202891ed6cba7511?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/cameleon-coffee/
228,Caffeine Coffee To Go,https://images.deliveryhero.io/image/stores-glovo/stores/cb750a6c94925c93f5c77307f13d03f0c681cc71b8f6a79c624083c78ff4cc14?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/caffeini-coffee-to-go-clj-/
229,Eat,https://images.deliveryhero.io/image/stores-glovo/stores/a9de07f3d469c5c6183e44e54f824e86be9824677b406cfae1bbbda39ae7ee79?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/eat-clj/
230,Urban Monkey Store,https://images.deliveryhero.io/image/stores-glovo/stores/8d4795ceb87cefb0bb3639b8f0c2ece81fbd3bdb1b9b88ed8a774c0b8aeb8e0e?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/urban-monkey-store-clj/
231,CrazyPizza,https://images.deliveryhero.io/image/stores-glovo/stores/05b278944a07c9d236cf0f73c753b5a38436fe5bb98c8ff861c42fd03691a108?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/crazy-pizza-clj/
232,Tci Social Club,https://images.deliveryhero.io/image/stores-glovo/stores/c8d9038b20f8bde1ea2bb9315cacce9e917bb1caf1f2569212c7673ee1742a3d?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/tci-social-clubclj/
233,Shepherd’s Pub & Kitchen,https://images.deliveryhero.io/image/stores-glovo/stores/42679bd662946840d3dcabcdd0d74bdac110a949d5b1943b88d23ead582f635a?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/shepherds-pub-and-kitchen/
234,Paste Rex,https://images.deliveryhero.io/image/stores-glovo/stores/fba58cac7221b8d91e54afe8d33ca095dd6ca71a80e9e6db3e0c7e943d9337fc?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/paste-rexclj/
