ID,Restaurant Name,Restaurant Img Src,Restaurant Discount,Restaurant Link
154,Papa Land Floresti,https://tazzcdn.akamaized.net/uploads/cover/0_-_Cover_4.jpg,-30%,https://tazz.ro/cluj-napoca/papa-land-floresti/3944/restaurant
155,Motor Rock Bistro,https://tazzcdn.akamaized.net/uploads/cover/motor_rock_bistro_cover.jpg,,https://tazz.ro/cluj-napoca/motor-rock-bistro/7822/restaurant
156,Meniul Zilei by Papa Land Floresti,https://tazzcdn.akamaized.net/uploads/cover/easy-vegetable-soup-4_1.jpg,-20%,https://tazz.ro/cluj-napoca/meniul-zilei-by-papa-land-floresti/8698/restaurant
157,Tasty Delivery,https://tazzcdn.akamaized.net/uploads/cover/WhatsApp_Image_2022-05-19_at_10.52.23.jpeg,-30%,https://tazz.ro/cluj-napoca/tasty-delivery/11057/restaurant
158,Cook Out,https://tazzcdn.akamaized.net/uploads/cover/Burger_Black_Angus_1.jpg,,https://tazz.ro/cluj-napoca/cook-out/15675/restaurant
159,Focco,https://tazzcdn.akamaized.net/uploads/cover/cover_focco.jpg,-20%,https://tazz.ro/cluj-napoca/focco/16649/restaurant
160,Power Fresh Food,https://tazzcdn.akamaized.net/uploads/cover/Meniu_club_sandwich_new_york_1.jpg,-30% TOT meniul,https://tazz.ro/cluj-napoca/power-fresh-food/1816/restaurant
161,Wasabi Sushi Delivery Vivo - Cluj,https://tazzcdn.akamaized.net/uploads/cover/WhatsApp_Image_2020-06-16_at_14.02.39_2.jpeg,,https://tazz.ro/cluj-napoca/wasabi-sushi-delivery-vivo-cluj/2990/restaurant
162,Trattoria Pineta,https://tazzcdn.akamaized.net/uploads/cover/5203121531.jfif,,https://tazz.ro/cluj-napoca/trattoria-pineta/11180/restaurant
163,Sushi Cluj,https://tazzcdn.akamaized.net/uploads/cover/cover_hello_1.jpeg,,https://tazz.ro/cluj-napoca/sushi-cluj/12444/restaurant
164,Bruto,https://tazzcdn.akamaized.net/uploads/cover/8.02_Mitzu_cover-1920x1080px_colaj.jpg,Doar pe Tazz,https://tazz.ro/cluj-napoca/bruto/14219/restaurant
165,PIZZA GIUSEPPE,https://tazzcdn.akamaized.net/uploads/cover/38FF07D9-754F-4218-906E-AEC10254D079.jpeg,-30% TOT meniul,https://tazz.ro/cluj-napoca/pizza-giuseppe/15697/restaurant
166,Bick`s,https://tazzcdn.akamaized.net/uploads/cover/thumbnail_aripioare-picante_cu_sos.jpg,-30%,https://tazz.ro/cluj-napoca/bick-s/18492/restaurant
167,Artizan Pizza,https://tazzcdn.akamaized.net/uploads/cover/artizan-scaled.jpg,-30%,https://tazz.ro/cluj-napoca/artizan-pizza/1256/restaurant
168,Pizza Spaghetti Rex,https://tazzcdn.akamaized.net/uploads/cover/Pizza_Quattro_Stagioni.jpg,,https://tazz.ro/cluj-napoca/pizza-spaghetti-rex/1908/restaurant
169,Desaga Cluj,https://tazzcdn.akamaized.net/uploads/cover/desagacover_1.png,,https://tazz.ro/cluj-napoca/desaga-cluj/9456/restaurant
170,Cartofisserie - Vivo! Cluj,https://tazzcdn.akamaized.net/uploads/cover/Cartofi_la_costum_17.jpg,,https://tazz.ro/cluj-napoca/cartofisserie-vivo-cluj/3669/restaurant
171,Trattoria Sapori Delivery,https://tazzcdn.akamaized.net/uploads/cover/Pizza_Tirolese.jpeg,,https://tazz.ro/cluj-napoca/trattoria-sapori-delivery/7282/restaurant
172,Verro Kitchen,https://tazzcdn.akamaized.net/uploads/cover/verro.jpeg,-30%,https://tazz.ro/cluj-napoca/verro-kitchen/11457/restaurant
173,Element - Pasta Bar,https://tazzcdn.akamaized.net/uploads/cover/Cover_8_3.jpg,-30%,https://tazz.ro/cluj-napoca/element-pasta-bar/19776/restaurant
174,La Tina Bistro,https://tazzcdn.akamaized.net/uploads/cover/18654899-milanese.da75696-VUze9Ik.jpg,-30%,https://tazz.ro/cluj-napoca/la-tina-bistro/2490/restaurant
175,Starbucks® Polus Cluj,https://tazzcdn.akamaized.net/uploads/cover/Untitled_design_cover_oficial_21.png,Bunătăți,https://tazz.ro/cluj-napoca/starbucks-polus-cluj/5686/restaurant
176,Starbucks® Platinia Mall,https://tazzcdn.akamaized.net/uploads/cover/Untitled_design_cover_oficial_19.png,Bunătăți,https://tazz.ro/cluj-napoca/starbucks-platinia-mall/5688/restaurant
177,Sushi Master Cluj,https://tazzcdn.akamaized.net/uploads/cover/cover_tazz_17.png,-30%,https://tazz.ro/cluj-napoca/sushi-master-cluj/9886/restaurant
178,Gustador,https://tazzcdn.akamaized.net/uploads/cover/combo_traditional.jpg,-20%,https://tazz.ro/cluj-napoca/gustador/1089/restaurant
179,Fabrica de Bere - Euphoria,https://tazzcdn.akamaized.net/uploads/cover/TNY05116.jpg,Bunătăți,https://tazz.ro/cluj-napoca/fabrica-de-bere-euphoria/1170/restaurant
180,Deliciul Urban Pizza&Food,https://tazzcdn.akamaized.net/uploads/cover/thumb-1920-912623.jpg,,https://tazz.ro/cluj-napoca/deliciul-urban-pizza-food/1210/restaurant
181,Crama Haiducilor,https://tazzcdn.akamaized.net/uploads/cover/POZA_PROFIL.jpg,,https://tazz.ro/cluj-napoca/crama-haiducilor/1776/restaurant
182,Cartofisserie-Unirii Cluj,https://tazzcdn.akamaized.net/uploads/cover/Cartofi_la_costum_18.jpg,,https://tazz.ro/cluj-napoca/cartofisserie-unirii-cluj/3701/restaurant
183,Hi Sushi,https://tazzcdn.akamaized.net/uploads/cover/coperta-hisushi.jpeg,-30% TOT meniul,https://tazz.ro/cluj-napoca/hi-sushi/7970/restaurant
184,Holy Cannoli,https://tazzcdn.akamaized.net/uploads/cover/cannolo_cu_fistic.jpg,Doar pe Tazz,https://tazz.ro/cluj-napoca/holy-cannoli/10372/restaurant
185,Sushi on Fire,https://tazzcdn.akamaized.net/uploads/cover/FRIED_SUSHI_SOF_PU27_front_Tazz_Glovo.jpg,,https://tazz.ro/cluj-napoca/sushi-on-fire/14499/restaurant
186,Perfetto Cucina Italiana,https://tazzcdn.akamaized.net/uploads/cover/Coperta_2.jpg,-30%,https://tazz.ro/cluj-napoca/perfetto-cucina-italiana/1391/restaurant
187,Starbucks® Iulius Mall Cluj,https://tazzcdn.akamaized.net/uploads/cover/Untitled_design_cover_oficial_8.png,Bunătăți,https://tazz.ro/cluj-napoca/starbucks-iulius-mall-cluj/5684/restaurant
188,Accapulco - Food Lounge,https://tazzcdn.akamaized.net/uploads/cover/renditionDownload_3_7.jpg,,https://tazz.ro/cluj-napoca/accapulco-food-lounge/19899/restaurant
189,Apropo Bistro,https://tazzcdn.akamaized.net/uploads/cover/Apropo-85.jpg,1+1,https://tazz.ro/cluj-napoca/apropo-bistro/1153/restaurant
190,Wonder Food,https://tazzcdn.akamaized.net/uploads/cover/121967554_2661260260803094_3775352711538544936_n.jpg,,https://tazz.ro/cluj-napoca/wonder-food/4306/restaurant
191,Perfetto Pizza Italiano,https://tazzcdn.akamaized.net/uploads/cover/Verdure.jpg,-30%,https://tazz.ro/cluj-napoca/perfetto-pizza-italiano/4502/restaurant
192,Sushi Mania,https://tazzcdn.akamaized.net/uploads/cover/sm_clasic_box_1.jpg,,https://tazz.ro/cluj-napoca/sushi-mania/5097/restaurant
193,Burger House Delivery,https://tazzcdn.akamaized.net/uploads/cover/104133761_2575918055991283_7907004107402727772_op_2.jpg,,https://tazz.ro/cluj-napoca/burger-house-delivery/5410/restaurant
194,MEATBALLS,https://tazzcdn.akamaized.net/uploads/cover/PozaPrincipalaMB_v2.jpg,-20% TOT meniul,https://tazz.ro/cluj-napoca/meatballs/18123/restaurant
195,Cupidon Pizza,https://tazzcdn.akamaized.net/uploads/cover/0_-_Cover_37.jpg,-30%,https://tazz.ro/cluj-napoca/cupidon-pizza/1211/restaurant
196,Papa Land,https://tazzcdn.akamaized.net/uploads/cover/0_-_Cover_3.jpg,-20%,https://tazz.ro/cluj-napoca/papa-land/1245/restaurant
197,Wasabi Sushi Delivery Iulius Mall,https://tazzcdn.akamaized.net/uploads/cover/WhatsApp_Image_2020-06-16_at_14.02.39_1.jpeg,,https://tazz.ro/cluj-napoca/wasabi-sushi-delivery-iulius-mall/3023/restaurant
198,Twelve by brava,https://tazzcdn.akamaized.net/uploads/cover/Cover_Brava1.jpg,,https://tazz.ro/cluj-napoca/twelve-by-brava/9417/restaurant
199,Frank The Tank,https://tazzcdn.akamaized.net/uploads/cover/frank_cover.jpg,Doar pe Tazz,https://tazz.ro/cluj-napoca/frank-the-tank/15150/restaurant
200,Mona Pizza Cluj,https://tazzcdn.akamaized.net/uploads/cover/1678703303_food-pibig-info-p-karlo-pitstsa-oboi-2.png,-40% TOT meniul,https://tazz.ro/cluj-napoca/mona-pizza-cluj/15523/restaurant
201,Pizzeria Bianco,https://tazzcdn.akamaized.net/uploads/cover/Coperta_7.jpg,-35%,https://tazz.ro/cluj-napoca/pizzeria-bianco/16911/restaurant
202,Hanul din Ardeal Floresti,https://tazzcdn.akamaized.net/uploads/cover/coverhan.jpeg,-20%,https://tazz.ro/cluj-napoca/hanul-din-ardeal-floresti/10918/restaurant
203,Sisters,https://tazzcdn.akamaized.net/uploads/cover/DSC_0210_3grg.jpg,,https://tazz.ro/cluj-napoca/sisters/4694/restaurant
204,Pizza Store,https://tazzcdn.akamaized.net/uploads/cover/renditionDownload_284.jpg,-30% TOT meniul,https://tazz.ro/cluj-napoca/pizza-store/20228/restaurant
205,Marty Delivery,https://tazzcdn.akamaized.net/uploads/cover/Cover_pic__Tazz.jpg,-25%,https://tazz.ro/cluj-napoca/marty-delivery/1186/restaurant
206,Mother Pizza,https://tazzcdn.akamaized.net/uploads/cover/Pizza_Prosciutto_e_Funghi.jpg,,https://tazz.ro/cluj-napoca/mother-pizza/9190/restaurant
207,Visuin,https://tazzcdn.akamaized.net/uploads/cover/tazz_cover_visuin_.jpg,,https://tazz.ro/cluj-napoca/visuin/9722/restaurant
208,PIZZERIA REGGINA,https://tazzcdn.akamaized.net/uploads/cover/MENIU_FAMILY.jpg,-30% TOT meniul,https://tazz.ro/cluj-napoca/pizzeria-reggina/15701/restaurant
209,PapaBox Cluj Napoca,https://tazzcdn.akamaized.net/uploads/cover/Cover_tazz_1920px_X_1080px.jpg,-20% TOT meniul,https://tazz.ro/cluj-napoca/papabox-cluj-napoca/17070/restaurant
210,Pokka,https://tazzcdn.akamaized.net/uploads/cover/POKKA.jpg,-30%,https://tazz.ro/cluj-napoca/pokka/1091/restaurant
211,New Croco Pizzerie & Restaurant,https://tazzcdn.akamaized.net/uploads/cover/IMG_3324-1903x950.jpg,,https://tazz.ro/cluj-napoca/new-croco-pizzerie-restaurant/1699/restaurant
212,JB Burger by La Tina,https://tazzcdn.akamaized.net/uploads/cover/3bc2bbf9-aba8-4ba1-8cb1-4bd65f09e5c3.jpg,-30%,https://tazz.ro/cluj-napoca/jb-burger-by-la-tina/5577/restaurant
213,London Brothers Delivery,https://tazzcdn.akamaized.net/uploads/cover/blue_meniu_1.jpg,-30%,https://tazz.ro/cluj-napoca/london-brothers-delivery/8544/restaurant
214,Crispyteria,https://tazzcdn.akamaized.net/uploads/cover/crispy_burger_1.jpg,-30% TOT meniul,https://tazz.ro/cluj-napoca/crispyteria/9703/restaurant
215,Zucca Bistro,https://tazzcdn.akamaized.net/uploads/cover/WhatsApp_Image_2020-04-24_at_20.51.18.jpg,,https://tazz.ro/cluj-napoca/zucca-bistro/14637/restaurant
216,PIZZERIA DALLAS,https://tazzcdn.akamaized.net/uploads/cover/97576f67405021.5b38e7a7afc81_1.jpg,-30% TOT meniul,https://tazz.ro/cluj-napoca/pizzeria-dallas/15700/restaurant
217,CRYPTO PIZZA,https://tazzcdn.akamaized.net/uploads/cover/renditionDownload_125.jpg,-30%,https://tazz.ro/cluj-napoca/crypto-pizza/15702/restaurant
218,Faretti,https://tazzcdn.akamaized.net/uploads/cover/renditionDownload_4_9.jpg,-40% TOT meniul,https://tazz.ro/cluj-napoca/faretti/19975/restaurant
219,Piemonte Pizza,https://tazzcdn.akamaized.net/uploads/cover/Quattro_Stagioni.jpg,-35%,https://tazz.ro/cluj-napoca/piemonte-pizza/1090/restaurant
220,Apartament 1 Bistro,https://tazzcdn.akamaized.net/uploads/cover/0_-_Cover-9.jpg,,https://tazz.ro/cluj-napoca/apartament-1-bistro/1429/restaurant
221,Pizza Square,https://tazzcdn.akamaized.net/uploads/cover/pizza-with-vegetables-on-a-wooden-table-316-small.jpg,-20%,https://tazz.ro/cluj-napoca/pizza-square/1722/restaurant
222,I Love Eat,https://tazzcdn.akamaized.net/uploads/cover/WhatsApp_Image_2022-09-30_at_15.43.24_1.jpeg,Livrare gratuită!,https://tazz.ro/cluj-napoca/i-love-eat/14946/restaurant
223,Pasta Store,https://tazzcdn.akamaized.net/uploads/cover/pasta_cover.jpg,-30% TOT meniul,https://tazz.ro/cluj-napoca/pasta-store/20229/restaurant
224,Bistro 1568,https://tazzcdn.akamaized.net/uploads/cover/poza_coperta_2.jpg,,https://tazz.ro/cluj-napoca/bistro-1568/1085/restaurant
225,Rigatoni Pasta Bar Cluj,https://tazzcdn.akamaized.net/uploads/cover/rigatoni-cover-platforme-01_3.jpg,,https://tazz.ro/cluj-napoca/rigatoni-pasta-bar-cluj/8357/restaurant
226,Mare Nera Cluj,https://tazzcdn.akamaized.net/uploads/cover/covermarenera.png,,https://tazz.ro/cluj-napoca/mare-nera-cluj/15494/restaurant
227,Marty Delivery - Sports,https://tazzcdn.akamaized.net/uploads/cover/Cover_pic__Tazz_1.jpg,-25%,https://tazz.ro/cluj-napoca/marty-delivery-sports/1185/restaurant
228,New Age Pizza,https://tazzcdn.akamaized.net/uploads/cover/0_-_Cover-11.jpg,Promo la livrare,https://tazz.ro/cluj-napoca/new-age-pizza/1327/restaurant
229,Night Box,https://tazzcdn.akamaized.net/uploads/cover/AE5CAAA7-C1D0-4FDE-BD58-247CCD175BDD.jpeg,-30% TOT meniul,https://tazz.ro/cluj-napoca/night-box/17225/restaurant
230,Broaster Chicken Cluj,https://tazzcdn.akamaized.net/uploads/cover/0_-_Cover_10.jpg,-20% TOT meniul,https://tazz.ro/cluj-napoca/broaster-chicken-cluj/2961/restaurant
231,Pancake House,https://tazzcdn.akamaized.net/uploads/cover/cover2Bistro__Pancake.jpg,,https://tazz.ro/cluj-napoca/pancake-house/1355/restaurant
232,Doner Kebab & Grill,https://tazzcdn.akamaized.net/uploads/cover/IMG-20200428-WA0000.jpg,,https://tazz.ro/cluj-napoca/doner-kebab-grill/1478/restaurant
233,Caro Vintage,https://tazzcdn.akamaized.net/uploads/cover/0_-_Cover_70.jpg,,https://tazz.ro/cluj-napoca/caro-vintage/1528/restaurant
234,Bistro Capriccio,https://tazzcdn.akamaized.net/uploads/cover/0_-_Cover_22.jpg,-20%,https://tazz.ro/cluj-napoca/bistro-capriccio/4041/restaurant
235,La Casa Delivery Vivo,https://tazzcdn.akamaized.net/uploads/cover/_BRM2205.jpg,-30%,https://tazz.ro/cluj-napoca/la-casa-delivery-vivo/4410/restaurant
236,JAR - ceaune de casă,https://tazzcdn.akamaized.net/uploads/cover/mockup_5_1920x1080.jpg,,https://tazz.ro/cluj-napoca/jar-ceaune-de-casa/11955/restaurant
237,BFF Burgers n’Fries Forever,https://tazzcdn.akamaized.net/uploads/cover/Forest_burger_3.jpg,-30% TOT meniul,https://tazz.ro/cluj-napoca/bff-burgers-n-fries-forever/11984/restaurant
238,Pratta Restaurant,https://tazzcdn.akamaized.net/uploads/cover/0_-_Cover_81.jpg,,https://tazz.ro/cluj-napoca/pratta-restaurant/1227/restaurant
239,Engels District,https://tazzcdn.akamaized.net/uploads/cover/Burger_de_vita.jpg,,https://tazz.ro/cluj-napoca/engels-district/1404/restaurant
240,Habemus Papa Delivery,https://tazzcdn.akamaized.net/uploads/cover/0_-_Cover-6_1.jpeg,,https://tazz.ro/cluj-napoca/habemus-papa-delivery/7284/restaurant
241,Frenchy Tacos,https://tazzcdn.akamaized.net/uploads/cover/FrenchyTacos_073.jpg,-20% TOT meniul,https://tazz.ro/cluj-napoca/frenchy-tacos/1136/restaurant
242,Dabo Doner Unirii Cluj,https://tazzcdn.akamaized.net/uploads/cover/DABO_-_cover_1920x1080px_25.jpg,-20%,https://tazz.ro/cluj-napoca/dabo-doner-unirii-cluj/5758/restaurant
243,Perfetto Pasta Italiano,https://tazzcdn.akamaized.net/uploads/cover/IMG-20210305-WA0023.jpg,-30%,https://tazz.ro/cluj-napoca/perfetto-pasta-italiano/5794/restaurant
244,Pizza Square Floresti,https://tazzcdn.akamaized.net/uploads/cover/pizza-with-vegetables-on-a-wooden-table-316-small_2.jpg,,https://tazz.ro/cluj-napoca/pizza-square-floresti/3946/restaurant
245,Napoca Pizza Floresti,https://tazzcdn.akamaized.net/uploads/cover/pizza_prosciutto_crudo_1920x1080.jpg,,https://tazz.ro/cluj-napoca/napoca-pizza-floresti/6723/restaurant
246,Premium Pizza Cluj,https://tazzcdn.akamaized.net/uploads/cover/0_-_Cover_54.jpg,-20%,https://tazz.ro/cluj-napoca/premium-pizza-cluj/8210/restaurant
247,Klausen Burger Brewery Floresti,https://tazzcdn.akamaized.net/uploads/cover/web2020_11_KlausenBurger_CatalinHladi-1829_1.jpg,-30%,https://tazz.ro/cluj-napoca/klausen-burger-brewery-floresti/10206/restaurant
248,Hanul din Ardeal,https://tazzcdn.akamaized.net/uploads/cover/coverhan_1.jpg,-20%,https://tazz.ro/cluj-napoca/hanul-din-ardeal/10921/restaurant
249,Cheesy Pasta Iulius Cluj,https://tazzcdn.akamaized.net/uploads/cover/Cheesy_pasta_cover_Tazz_1920x1080_px_1.jpg,,https://tazz.ro/cluj-napoca/cheesy-pasta-iulius-cluj/1380/restaurant
250,Meniul Zilei by Papa Land,https://tazzcdn.akamaized.net/uploads/cover/easy-vegetable-soup-4.jpg,-20%,https://tazz.ro/cluj-napoca/meniul-zilei-by-papa-land/2684/restaurant
251,Sultan,https://tazzcdn.akamaized.net/uploads/cover/Mega_Shawarma__de_pui_la_Farfurie.jpg,-20% TOT meniul,https://tazz.ro/cluj-napoca/sultan/1738/restaurant
252,Art Of Sushi,https://tazzcdn.akamaized.net/uploads/cover/Art_of_sushi_new_cover.jpg,-30%,https://tazz.ro/cluj-napoca/art-of-sushi/19237/restaurant
253,Napoca Pizza,https://tazzcdn.akamaized.net/uploads/cover/pizza_prosciutto_crudo_1920x1080_1.jpg,-20%,https://tazz.ro/cluj-napoca/napoca-pizza/8887/restaurant
254,Casa Vikingilor,https://tazzcdn.akamaized.net/uploads/cover/0_-_Cover_-_Copy.jpg,Bunătăți,https://tazz.ro/cluj-napoca/casa-vikingilor/1212/restaurant
255,Chopstix Iulius Mall,https://tazzcdn.akamaized.net/uploads/cover/taz_cover_6_2.png,-30%,https://tazz.ro/cluj-napoca/chopstix-iulius-mall/17850/restaurant
256,Pizza Land Cluj,https://tazzcdn.akamaized.net/uploads/cover/X1.jpg,,https://tazz.ro/cluj-napoca/pizza-land-cluj/4304/restaurant
257,Karciuma The Public House & Taste,https://tazzcdn.akamaized.net/uploads/cover/poza_cover_1.jpg,,https://tazz.ro/cluj-napoca/karciuma-the-public-house-taste/8273/restaurant
258,SushiVo Cluj,https://tazzcdn.akamaized.net/uploads/cover/sushivo-cover-platforme_3.jpg,,https://tazz.ro/cluj-napoca/sushivo-cluj/8356/restaurant
259,Ikura Sushi-Cluj Napoca,https://tazzcdn.akamaized.net/uploads/cover/Cover_Ikura_Sushi_13.png,-20%,https://tazz.ro/cluj-napoca/ikura-sushi-cluj-napoca/10579/restaurant
260,Shaormeria Baneasa Cluj Napoca,https://tazzcdn.akamaized.net/uploads/cover/coverShaormeria_Baneasa_Bioterra_2_1-4.jpg,,https://tazz.ro/cluj-napoca/shaormeria-baneasa-cluj-napoca/18039/restaurant
261,Samsara Delivery,https://tazzcdn.akamaized.net/uploads/cover/thumbnail_samsara_natuu_deli_si_cover-86p_2_1.jpg,-35%,https://tazz.ro/cluj-napoca/samsara-delivery/20678/restaurant
262,Double Cheese,https://tazzcdn.akamaized.net/uploads/cover/pizza7.jpg,-20%,https://tazz.ro/cluj-napoca/double-cheese/1178/restaurant
263,Boierul la Florenta,https://tazzcdn.akamaized.net/uploads/cover/muschi-de-vita.png,1+1,https://tazz.ro/cluj-napoca/boierul-la-florenta/2685/restaurant
264,Cheesy Pasta Vivo Mall,https://tazzcdn.akamaized.net/uploads/cover/Cheesy_pasta_cover_Tazz_1920x1080_px.jpg,,https://tazz.ro/cluj-napoca/cheesy-pasta-vivo-mall/15227/restaurant
265,Dopamine,https://tazzcdn.akamaized.net/uploads/cover/Poza_coperta_aplicayii.jpeg,-30%,https://tazz.ro/cluj-napoca/dopamine/19851/restaurant
266,Roast Burger,https://tazzcdn.akamaized.net/uploads/cover/food_Fries_burger_meat_salad-1952639.jpg,-30% TOT meniul,https://tazz.ro/cluj-napoca/roast-burger/16841/restaurant
267,Nobless,https://tazzcdn.akamaized.net/uploads/cover/noblesssss.jpeg,-20%,https://tazz.ro/cluj-napoca/nobless/5037/restaurant
268,Black Burger,https://tazzcdn.akamaized.net/uploads/cover/ClasickBlack.jpg,,https://tazz.ro/cluj-napoca/black-burger/15979/restaurant
269,AS BISTRO,https://tazzcdn.akamaized.net/uploads/cover/cover_as.jpg,,https://tazz.ro/cluj-napoca/as-bistro/15421/restaurant
270,La Tina Pizza,https://tazzcdn.akamaized.net/uploads/cover/cover_la_tina.jpg,-30%,https://tazz.ro/cluj-napoca/la-tina-pizza/14222/restaurant
271,Treponti,https://tazzcdn.akamaized.net/uploads/cover/WhatsApp_Image_2023-10-05_at_10.40.08.jpeg,-30% TOT meniul,https://tazz.ro/cluj-napoca/treponti/19676/restaurant
272,Burger Supreme,https://tazzcdn.akamaized.net/uploads/cover/cover_152.jpeg,,https://tazz.ro/cluj-napoca/burger-supreme/9638/restaurant
273,Klausen Pubhouse,https://tazzcdn.akamaized.net/uploads/cover/cover_klausen.jpg,,https://tazz.ro/cluj-napoca/klausen-pubhouse/6970/restaurant
274,Pizza Scandalos Delivery,https://tazzcdn.akamaized.net/uploads/cover/renditionDownload_20_5.jpg,-30%,https://tazz.ro/cluj-napoca/pizza-scandalos-delivery/19331/restaurant
275,Pizza & Paste,https://tazzcdn.akamaized.net/uploads/cover/3009484_NewAgePizza_Hero_1.jpg,,https://tazz.ro/cluj-napoca/pizza-paste/11197/restaurant
276,La Mistic,https://tazzcdn.akamaized.net/uploads/cover/Saorma_mare_la_lipie.jpg,,https://tazz.ro/cluj-napoca/la-mistic/4714/restaurant
277,Easy Chilli,https://tazzcdn.akamaized.net/uploads/cover/Imperiala_Chili.jpg,,https://tazz.ro/cluj-napoca/easy-chilli/1302/restaurant
278,Turk Kebapci,https://tazzcdn.akamaized.net/uploads/cover/wrap-7061741_1280.jpg,,https://tazz.ro/cluj-napoca/turk-kebapci/17670/restaurant
279,Taverna Racilor Cluj,https://tazzcdn.akamaized.net/uploads/cover/Poza_coperta_3_1.jpg,-30%,https://tazz.ro/cluj-napoca/taverna-racilor-cluj/20716/restaurant
280,Engels City,https://tazzcdn.akamaized.net/uploads/cover/187454987_l_normal_none.jpg,,https://tazz.ro/cluj-napoca/engels-city/1441/restaurant
281,Subway Cluj,https://tazzcdn.akamaized.net/uploads/cover/cover_subway_1.jpg,,https://tazz.ro/cluj-napoca/subway-cluj/4414/restaurant
282,McDonald`s Cluj,https://tazzcdn.akamaized.net/uploads/cover/covervechiMCD512_5.png,,https://tazz.ro/cluj-napoca/mcdonald-s-cluj/11337/restaurant
283,Rosa,https://tazzcdn.akamaized.net/uploads/cover/rosa_cover_2.jpg,,https://tazz.ro/cluj-napoca/rosa/11356/restaurant
284,Crispy Store,https://tazzcdn.akamaized.net/uploads/cover/poza_cover_crispy_store_2.jpg,,https://tazz.ro/cluj-napoca/crispy-store/11689/restaurant
285,Lemnul Verde Cluj,https://tazzcdn.akamaized.net/uploads/cover/0_-_Cover-7_1.jpg,Bunătăți,https://tazz.ro/cluj-napoca/lemnul-verde-cluj/11690/restaurant
286,Barbar Store,https://tazzcdn.akamaized.net/uploads/cover/poza_cover_barbar_store_2.jpg,,https://tazz.ro/cluj-napoca/barbar-store/11692/restaurant
287,Salad Box Cluj,https://tazzcdn.akamaized.net/uploads/cover/Athena_7_1.jpg,,https://tazz.ro/cluj-napoca/salad-box-cluj/11713/restaurant
288,Spartan Cluj,https://tazzcdn.akamaized.net/uploads/cover/cvr_spartan_8.jpg,,https://tazz.ro/cluj-napoca/spartan-cluj/11777/restaurant
289,KFC Cluj,https://tazzcdn.akamaized.net/uploads/cover/freshness_6.png,,https://tazz.ro/cluj-napoca/kfc-cluj/11791/restaurant
290,Noodle Pack Cluj-Napoca,https://tazzcdn.akamaized.net/uploads/cover/cover_tazz_1920x1080_px_3.jpg,-20%,https://tazz.ro/cluj-napoca/noodle-pack-cluj-napoca/12892/restaurant
291,Pizza Hut Cluj Napoca,https://tazzcdn.akamaized.net/uploads/cover/cover_tazz_PHD_1_3.jpg,,https://tazz.ro/cluj-napoca/pizza-hut-cluj-napoca/14957/restaurant
292,Lunch box from Lunchbox Cluj-Napoca,https://tazzcdn.akamaized.net/uploads/cover/Lunchbox_Iulius_1.jpg,,https://tazz.ro/cluj-napoca/lunch-box-from-lunchbox-cluj-napoca/15070/restaurant
293,Marhaba Steak Breakfast Restaurant,https://tazzcdn.akamaized.net/uploads/cover/renditionDownload_144.jpg,,https://tazz.ro/cluj-napoca/marhaba-steak-breakfast-restaurant/15938/restaurant
294,Drôlet Delivery,https://tazzcdn.akamaized.net/uploads/cover/pizza-3007395_1280_2.jpg,-30%,https://tazz.ro/cluj-napoca/dr-let-delivery/16595/restaurant
295,Mama Manu Cluj-Napoca,https://tazzcdn.akamaized.net/uploads/cover/glovopdfmm_page-0001.jpg,-20%,https://tazz.ro/cluj-napoca/mama-manu-cluj-napoca/16612/restaurant
296,MaviD Pizza Delivery,https://tazzcdn.akamaized.net/uploads/cover/renditionDownload_183.jpg,,https://tazz.ro/cluj-napoca/mavid-pizza-delivery/16626/restaurant
297,Candyland Kids,https://tazzcdn.akamaized.net/uploads/cover/pizza-5275191_1280.jpg,,https://tazz.ro/cluj-napoca/candyland-kids/16968/restaurant
298,Foodie Cluj Napoca,https://tazzcdn.akamaized.net/uploads/cover/Tazz_Banner_2.jpg,-40%,https://tazz.ro/cluj-napoca/foodie-cluj-napoca/18289/restaurant
299,Pablito,https://tazzcdn.akamaized.net/uploads/cover/intro-1585677665_2.jpg,-10% TOT meniul,https://tazz.ro/cluj-napoca/pablito/18568/restaurant
300,Deliciul Urban Dezmir,https://tazzcdn.akamaized.net/uploads/cover/renditionDownload_208.jpg,,https://tazz.ro/cluj-napoca/deliciul-urban-dezmir/18638/restaurant
301,Deliciul Urban Floresti,https://tazzcdn.akamaized.net/uploads/cover/renditionDownload_226.jpg,,https://tazz.ro/cluj-napoca/deliciul-urban-floresti/18639/restaurant
302,Pizzeria Margelatu,https://tazzcdn.akamaized.net/uploads/cover/margelatuo12.gif,,https://tazz.ro/cluj-napoca/pizzeria-margelatu/19004/restaurant
303,Gemellini Panini,https://tazzcdn.akamaized.net/uploads/cover/cover_1_3_1.jpg,Doar pe Tazz,https://tazz.ro/cluj-napoca/gemellini-panini/19134/restaurant
304,Motiko Cluj-Napoca,https://tazzcdn.akamaized.net/uploads/cover/1-1920x800_motiko_2.png,,https://tazz.ro/cluj-napoca/motiko-cluj-napoca/19139/restaurant
305,Asian Marhaba Restaurant,https://tazzcdn.akamaized.net/uploads/cover/thay_beef_with_curry_1.jpeg,,https://tazz.ro/cluj-napoca/asian-marhaba-restaurant/19198/restaurant
